,open,high,low,close,volume
2024-03-18 00:00:00+00:00,0.15433214604854584,0.15433214604854584,0.1487492471933365,0.1510758101940155,0.0
2024-03-18 04:00:00+00:00,0.1507454514503479,0.15334494411945343,0.14904724061489105,0.14961524307727814,0.0
2024-03-18 08:00:00+00:00,0.14927084743976593,0.14927084743976593,0.14556345343589783,0.14786188304424286,0.0
2024-03-18 12:00:00+00:00,0.14812013506889343,0.14896303415298462,0.14263641834259033,0.14349254965782166,71199104.0
2024-03-18 16:00:00+00:00,0.1435897946357727,0.1448371708393097,0.14031179249286652,0.14229130744934082,0.0
2024-03-18 20:00:00+00:00,0.1421668529510498,0.14514707028865814,0.1421668529510498,0.14379870891571045,0.0
2024-03-19 00:00:00+00:00,0.14341208338737488,0.14496204257011414,0.1328275352716446,0.13592027127742767,223471872.0
2024-03-19 04:00:00+00:00,0.13583853840827942,0.13583853840827942,0.12704136967658997,0.13241255283355713,339011584.0
2024-03-19 08:00:00+00:00,0.13240186870098114,0.13250303268432617,0.125660240650177,0.13042138516902924,305399296.0
2024-03-19 12:00:00+00:00,0.1304209679365158,0.13420213758945465,0.12866227328777313,0.1341792196035385,172587008.0
2024-03-19 16:00:00+00:00,0.13404390215873718,0.13622961938381195,0.13280758261680603,0.1347150057554245,102827008.0
2024-03-19 20:00:00+00:00,0.13461661338806152,0.13461661338806152,0.1266299933195114,0.1287236213684082,170416128.0
2024-03-20 00:00:00+00:00,0.12880124151706696,0.13143694400787354,0.1264386624097824,0.12817557156085968,34290688.0
2024-03-20 04:00:00+00:00,0.12809577584266663,0.1339903622865677,0.12355900555849075,0.13350336253643036,36198656.0
2024-03-20 08:00:00+00:00,0.13326053321361542,0.13574571907520294,0.13199669122695923,0.13451972603797913,0.0
2024-03-20 12:00:00+00:00,0.13448689877986908,0.13591495156288147,0.1316688358783722,0.13226726651191711,0.0
2024-03-20 16:00:00+00:00,0.13224276900291443,0.14900659024715424,0.12777166068553925,0.14616267383098602,418838272.0
2024-03-20 20:00:00+00:00,0.14612329006195068,0.15281622111797333,0.14500564336776733,0.15229593217372894,343008512.0
2024-03-21 00:00:00+00:00,0.15219824016094208,0.15323618054389954,0.1494804322719574,0.15021145343780518,90766848.0
2024-03-21 04:00:00+00:00,0.1501542180776596,0.15362867712974548,0.14729095995426178,0.15362867712974548,0.0
2024-03-21 08:00:00+00:00,0.15362615883350372,0.15697205066680908,0.15089766681194305,0.151591956615448,22171904.0
2024-03-21 12:00:00+00:00,0.1515878438949585,0.15667226910591125,0.15158134698867798,0.15427395701408386,79546112.0
2024-03-21 16:00:00+00:00,0.15471556782722473,0.15858706831932068,0.14874975383281708,0.15210331976413727,103454976.0
2024-03-21 20:00:00+00:00,0.1520107537508011,0.1559107005596161,0.15018616616725922,0.15525458753108978,0.0
2024-03-22 00:00:00+00:00,0.155302494764328,0.15870440006256104,0.1518758237361908,0.1575777381658554,61388800.0
2024-03-22 04:00:00+00:00,0.157597616314888,0.1639077216386795,0.15560372173786163,0.16288107633590698,249152512.0
2024-03-22 08:00:00+00:00,0.16296102106571198,0.16487517952919006,0.1555134505033493,0.15567298233509064,110503424.0
2024-03-22 12:00:00+00:00,0.15563218295574188,0.1565515100955963,0.14569474756717682,0.14973236620426178,213357568.0
2024-03-22 16:00:00+00:00,0.149714857339859,0.1527840495109558,0.1482149064540863,0.15277516841888428,0.0
2024-03-22 20:00:00+00:00,0.1526639759540558,0.15303486585617065,0.14917971193790436,0.15258440375328064,17523968.0
2024-03-23 00:00:00+00:00,0.15277472138404846,0.16415590047836304,0.15186643600463867,0.15854579210281372,282251008.0
2024-03-23 04:00:00+00:00,0.15865285694599152,0.16336628794670105,0.15845008194446564,0.16153225302696228,89809664.0
2024-03-23 08:00:00+00:00,0.16155219078063965,0.16465206444263458,0.16143007576465607,0.1636364758014679,3219712.0
2024-03-23 12:00:00+00:00,0.16364514827728271,0.16836515069007874,0.1634623408317566,0.16650556027889252,66259712.0
