,open,high,low,close,volume,vd,cvd,buy_frac,cvd_3,cvd_6,cvd_12,cvd_24,cvd_ma_3,cvd_ma_6,cvd_ma_12,cvd_ma_24,cvd_ratio_3,cvd_ratio_6,cvd_ratio_12,cvd_ratio_24,cvd_div_3,cvd_div_6,cvd_div_12,cvd_div_24,ofi_raw,ofi_norm,ofi_sum_3,ofi_sum_6,ofi_sum_12,ofi_sum_24,ofi_mean_3,ofi_mean_6,ofi_mean_12,ofi_mean_24,ofi_std_3,ofi_std_6,ofi_std_12,ofi_std_24,ofi_pct_3,ofi_pct_6,ofi_pct_12,ofi_pct_24,vpin_12,vpin_24,vpin_48,vpin_chg_12,vpin_chg_24,vpin_chg_48,roll_spread_12,roll_spread_24,roll_spread_48,roll_spread_bps_12,roll_spread_bps_24,roll_spread_bps_48,roll_spread_ratio,illiq_raw,illiq_3,illiq_6,illiq_12,illiq_24,illiq_std_3,illiq_std_6,illiq_std_12,illiq_std_24,illiq_z_3,illiq_z_6,illiq_z_12,illiq_z_24,illiq_ratio,ms_flow_score,ms_informed_score,ms_liquidity_stress,ms_composite
2024-03-18 00:00:00+00:00,10.00261116027832,10.047697067260742,9.752335548400879,10.02237606048584,0.0,0.0,0.0,0.9142711380816564,-4637676.67220749,-19831756.135373976,-15928264.259410236,42849221.34380145,-1545892.2240691632,-3305292.689228996,-1327355.354950853,1785384.222658394,-0.14225652966207852,-0.26045220658177304,-0.06496579718224355,0.12546194652679374,1.0,1.0,1.0,1.0,0.0,0.43495454597221833,-10333402.154705472,-31049215.39766208,-89334654.19873667,-45320018.78265251,-3444467.384901824,-5174869.23294368,-7444554.516561389,-1888334.1159438547,13683149.33774313,11995331.074136717,11622709.528248062,11584905.551548919,-0.31696774786831833,-0.407772090769578,-0.36436468729430016,-0.1326964083543367,0.06496579718224353,0.12546194652679374,0.19872517909394335,-0.03273974225761041,0.02825175102809488,-0.007338841948482694,0.014894980280984054,0.005569072720319239,0.003759532048527185,148.94980280984055,55.69072720319239,37.59532048527185,1.4638447328391628,0.0003808599713008022,0.00018841083756907504,0.00019998720378761536,0.00013950260013762252,21431793519124.71,0.00016852364395776278,0.00014057259840007482,0.00012633489420296593,47187910389708.125,-0.42290938730046623,-0.47338873083184485,-0.39529471709757996,1.118383598856212,2.630134160326258,-0.36828756149024444,0.0,0.24791588034362086,0.010257139698548908
2024-03-18 04:00:00+00:00,9.97208023071289,10.382181167602539,9.938698768615723,10.37730598449707,8960288.0,8763287.868027627,8763287.868027627,0.9890070424091072,-4637676.67220749,-19831756.135373976,-15928264.259410236,42849221.34380145,-1545892.2240691632,-3305292.689228996,-1327355.354950853,1785384.222658394,-0.14225652966207852,-0.26045220658177304,-0.06496579718224355,0.12546194652679374,1.0,1.0,1.0,1.0,8187336.1071372405,0.43495454597221833,-10333402.154705472,-31049215.39766208,-89334654.19873667,-45320018.78265251,-3444467.384901824,-5174869.23294368,-7444554.516561389,-1888334.1159438547,13683149.33774313,11995331.074136717,11622709.528248062,11584905.551548919,-0.31696774786831833,-0.407772090769578,-0.36436468729430016,-0.1326964083543367,0.06496579718224353,0.12546194652679374,0.19872517909394335,-0.03273974225761041,0.02825175102809488,-0.007338841948482694,0.014894980280984054,0.005569072720319239,0.003759532048527185,148.94980280984055,55.69072720319239,37.59532048527185,1.4638447328391628,0.0003808599713008022,0.00018841083756907504,0.00019998720378761536,0.00013950260013762252,21431793519124.71,0.00016852364395776278,0.00014057259840007482,0.00012633489420296593,47187910389708.125,-0.42290938730046623,-0.47338873083184485,-0.39529471709757996,1.118383598856212,2.630134160326258,-0.36828756149024444,0.0,0.24791588034362086,0.010257139698548908
2024-03-18 08:00:00+00:00,10.432743072509766,10.432743072509766,10.147051811218262,10.20892333984375,23640512.0,-13400964.540235117,-4637676.67220749,0.21656780233365674,-4637676.67220749,-19831756.135373976,-15928264.259410236,42849221.34380145,-1545892.2240691632,-3305292.689228996,-1327355.354950853,1785384.222658394,-0.14225652966207852,-0.26045220658177304,-0.06496579718224355,0.12546194652679374,1.0,1.0,1.0,1.0,-18520738.261842713,0.43495454597221833,-10333402.154705472,-31049215.39766208,-89334654.19873667,-45320018.78265251,-3444467.384901824,-5174869.23294368,-7444554.516561389,-1888334.1159438547,13683149.33774313,11995331.074136717,11622709.528248062,11584905.551548919,-0.31696774786831833,-0.407772090769578,-0.36436468729430016,-0.1326964083543367,0.06496579718224353,0.12546194652679374,0.19872517909394335,-0.03273974225761041,0.02825175102809488,-0.007338841948482694,0.014894980280984054,0.005569072720319239,0.003759532048527185,148.94980280984055,55.69072720319239,37.59532048527185,1.4638447328391628,6.723197714010603e-05,0.00018841083756907504,0.00019998720378761536,0.00013950260013762252,21431793519124.71,0.00016852364395776278,0.00014057259840007482,0.00012633489420296593,47187910389708.125,-0.42290938730046623,-0.47338873083184485,-0.39529471709757996,1.118383598856212,2.630134160326258,-0.36828756149024444,0.0,0.24791588034362086,0.010257139698548908
2024-03-18 12:00:00+00:00,10.196084976196289,10.196084976196289,9.722826957702637,9.856743812561035,29877440.0,-12968723.659977809,-17606400.3321853,0.2829679574291203,-17606400.3321853,-19831756.135373976,-15928264.259410236,42849221.34380145,-5868800.110728432,-3305292.689228996,-1327355.354950853,1785384.222658394,-0.28180051698295755,-0.26045220658177304,-0.06496579718224355,0.12546194652679374,0.0,1.0,1.0,1.0,-21423081.823675767,0.43495454597221833,-31756483.97838124,-31049215.39766208,-89334654.19873667,-45320018.78265251,-10585494.659460412,-5174869.23294368,-7444554.516561389,-1888334.1159438547,16322385.878945975,11995331.074136717,11622709.528248062,11584905.551548919,-0.5082807066649323,-0.407772090769578,-0.36436468729430016,-0.1326964083543367,0.06496579718224353,0.12546194652679374,0.19872517909394335,-0.03273974225761041,0.02825175102809488,-0.007338841948482694,0.014894980280984054,0.005569072720319239,0.003759532048527185,148.94980280984055,55.69072720319239,37.59532048527185,1.4638447328391628,0.00011714056426631693,0.00018841083756907504,0.00019998720378761536,0.00013950260013762252,21431793519124.71,0.00016852364395776278,0.00014057259840007482,0.00012633489420296593,47187910389708.125,-0.42290938730046623,-0.47338873083184485,-0.39529471709757996,1.118383598856212,2.630134160326258,-0.36828756149024444,0.0,0.24791588034362086,0.010257139698548908
2024-03-18 16:00:00+00:00,9.822789192199707,9.98098087310791,9.631902694702148,9.747491836547852,9166848.0,-3096069.8248325093,-20702470.15701781,0.33112680471888983,-29465758.025045436,-19831756.135373976,-15928264.259410236,42849221.34380145,-9821919.341681812,-3305292.689228996,-1327355.354950853,1785384.222658394,-0.470062248344821,-0.26045220658177304,-0.06496579718224355,0.12546194652679374,0.0,1.0,1.0,1.0,-1977320.4301027576,0.43495454597221833,-41921140.51562124,-31049215.39766208,-89334654.19873667,-45320018.78265251,-13973713.505207079,-5174869.23294368,-7444554.516561389,-1888334.1159438547,10490042.166122906,11995331.074136717,11622709.528248062,11584905.551548919,-0.6687608561504741,-0.407772090769578,-0.36436468729430016,-0.1326964083543367,0.06496579718224353,0.12546194652679374,0.19872517909394335,-0.03273974225761041,0.02825175102809488,-0.007338841948482694,0.014894980280984054,0.005569072720319239,0.003759532048527185,148.94980280984055,55.69072720319239,37.59532048527185,1.4638447328391628,0.00012404604482624558,0.00010280619541088951,0.00019998720378761536,0.00013950260013762252,21431793519124.71,3.100105110514633e-05,0.00014057259840007482,0.00012633489420296593,47187910389708.125,0.6851309921788727,-0.47338873083184485,-0.39529471709757996,1.118383598856212,2.630134160326258,-0.36828756149024444,0.0,0.24791588034362086,0.010257139698548908
2024-03-18 20:00:00+00:00,9.750313758850098,10.020282745361328,9.750313758850098,9.911425590515137,4498464.0,870714.0216438314,-19831756.135373976,0.5967790363159327,-15194079.463166486,-19831756.135373976,-15928264.259410236,42849221.34380145,-5064693.154388829,-3305292.689228996,-1327355.354950853,1785384.222658394,-0.34894623709513095,-0.26045220658177304,-0.06496579718224355,0.12546194652679374,0.0,1.0,1.0,1.0,2684589.0108219157,0.43495454597221833,-20715813.24295661,-31049215.39766208,-89334654.19873667,-45320018.78265251,-6905271.080985536,-5174869.23294368,-7444554.516561389,-1888334.1159438547,12787043.109306956,11995331.074136717,11622709.528248062,11584905.551548919,-0.47575801462793643,-0.407772090769578,-0.36436468729430016,-0.1326964083543367,0.06496579718224353,0.12546194652679374,0.19872517909394335,-0.03273974225761041,0.02825175102809488,-0.007338841948482694,0.014894980280984054,0.005569072720319239,0.003759532048527185,148.94980280984055,55.69072720319239,37.59532048527185,1.4638447328391628,0.00037720299268982524,0.00020612986726079594,0.00019998720378761536,0.00013950260013762252,21431793519124.71,0.0001481939003416915,0.00014057259840007482,0.00012633489420296593,47187910389708.125,1.1543863114200663,-0.47338873083184485,-0.39529471709757996,1.118383598856212,2.630134160326258,-0.36828756149024444,0.0,0.24791588034362086,0.010257139698548908
2024-03-19 00:00:00+00:00,9.897664070129395,9.973247528076172,9.34411334991455,9.43380069732666,38280064.0,-27365898.095320463,-47197654.23069444,0.14255678758373466,-29591253.89850914,-47197654.23069444,-15928264.259410236,42849221.34380145,-9863751.299503047,-7866275.70511574,-1327355.354950853,1785384.222658394,-0.5696609819228018,-0.41248175753066957,-0.06496579718224355,0.12546194652679374,0.0,0.0,1.0,1.0,-28224058.09712745,0.43495454597221833,-27516789.51640829,-59273273.494789526,-89334654.19873667,-45320018.78265251,-9172263.172136096,-9878878.915798254,-7444554.516561389,-1888334.1159438547,16663178.487515228,14772673.6309387,11622709.528248062,11584905.551548919,-0.529725485410064,-0.5180160841516276,-0.36436468729430016,-0.1326964083543367,0.06496579718224353,0.12546194652679374,0.19872517909394335,-0.03273974225761041,0.02825175102809488,-0.007338841948482694,0.014894980280984054,0.005569072720319239,0.003759532048527185,148.94980280984055,55.69072720319239,37.59532048527185,1.4638447328391628,0.00013344167250239623,0.0002115635700061557,0.00019998720378761536,0.00013950260013762252,21431793519124.71,0.0001435248522559481,0.00014057259840007482,0.00012633489420296593,47187910389708.125,-0.5443088207020941,-0.47338873083184485,-0.39529471709757996,1.118383598856212,2.630134160326258,-0.36828756149024444,0.0,0.24791588034362086,0.010257139698548908
2024-03-19 04:00:00+00:00,9.3099365234375,9.404026985168457,8.940858840942383,9.170644760131836,42575040.0,-330577.2891089022,-47528231.519803345,0.4961177101758577,-26825761.362785533,-56291519.38783097,-15928264.259410236,42849221.34380145,-8941920.454261845,-9381919.89797183,-1327355.354950853,1785384.222658394,-0.31428986498590816,-0.38024952685124824,-0.06496579718224355,0.12546194652679374,0.0,0.0,1.0,1.0,-12803886.59508967,0.43495454597221833,-38343355.6813952,-80264496.19701645,-89334654.19873667,-45320018.78265251,-12781118.560465068,-13377416.032836074,-7444554.516561389,-1888334.1159438547,15454336.13257092,11831216.369793799,11622709.528248062,11584905.551548919,-0.44922967580447487,-0.5421871186597819,-0.36436468729430016,-0.1326964083543367,0.06496579718224353,0.12546194652679374,0.19872517909394335,-0.03273974225761041,0.02825175102809488,-0.007338841948482694,0.014894980280984054,0.005569072720319239,0.003759532048527185,148.94980280984055,55.69072720319239,37.59532048527185,1.4638447328391628,7.144495064718595e-05,0.00019402987194646912,0.00014841803367867933,0.00013950260013762252,21431793519124.71,0.00016163289424601406,0.00011546008321921149,0.00012633489420296593,47187910389708.125,-0.7584152101563025,-0.6666634408967903,-0.39529471709757996,1.118383598856212,2.630134160326258,-0.36828756149024444,0.0,0.24791588034362086,0.010257139698548908
2024-03-19 08:00:00+00:00,9.172815322875977,9.175609588623047,8.720458030700684,9.117996215820312,38769504.0,28954567.186815217,-18573664.332988128,0.8734193657315711,1258091.8023858517,-13935987.660780635,-15928264.259410236,42849221.34380145,419363.9341286172,-2322664.6101301056,-1327355.354950853,1785384.222658394,0.01051699832851993,-0.08540916308740078,-0.06496579718224355,0.12546194652679374,1.0,0.0,1.0,1.0,-4669454.718567769,0.43495454597221833,-45697399.410784885,-66413212.653741494,-89334654.19873667,-45320018.78265251,-15232466.470261628,-11068868.775623582,-7444554.516561389,-1888334.1159438547,11963625.505584892,11977369.394078847,11622709.528248062,11584905.551548919,-0.3820066805216606,-0.40702511000816277,-0.36436468729430016,-0.1326964083543367,0.06496579718224353,0.12546194652679374,0.19872517909394335,-0.03273974225761041,0.02825175102809488,-0.007338841948482694,0.014894980280984054,0.005569072720319239,0.003759532048527185,148.94980280984055,55.69072720319239,37.59532048527185,1.4638447328391628,1.6240404598208798e-05,7.370900924926366e-05,0.0001399194382550298,0.00013950260013762252,21431793519124.71,5.8633427075367976e-05,0.00012417853855875176,0.00012633489420296593,47187910389708.125,-0.9801321448253367,-0.9959767242761774,-0.39529471709757996,1.118383598856212,2.630134160326258,-0.36828756149024444,0.0,0.24791588034362086,0.010257139698548908
2024-03-19 12:00:00+00:00,9.119617462158203,9.22425365447998,8.968313217163086,9.185513496398926,14862592.0,10363270.43228222,-8210393.9007059075,0.8486360398065903,38987260.32998854,9396006.431479394,-15928264.259410236,42849221.34380145,12995753.443329513,1566001.0719132323,-1327355.354950853,1785384.222658394,0.40524291597235096,0.06342117527834691,-0.06496579718224355,0.12546194652679374,1.0,1.0,1.0,1.0,3826616.384743436,0.43495454597221833,-13646724.928914003,-41163514.4453223,-89334654.19873667,-45320018.78265251,-4548908.309638001,-6860585.74088705,-7444554.516561389,-1888334.1159438547,8315906.800709644,12047362.879291346,11622709.528248062,11584905.551548919,-0.14184732543035064,-0.2778455382877497,-0.36436468729430016,-0.1326964083543367,0.06496579718224353,0.12546194652679374,0.19872517909394335,-0.03273974225761041,0.02825175102809488,-0.007338841948482694,0.014894980280984054,0.005569072720319239,0.003759532048527185,148.94980280984055,55.69072720319239,37.59532048527185,1.4638447328391628,5.423973244086406e-05,4.7308362562086265e-05,0.00012943596628412098,0.00013950260013762252,21431793519124.71,2.8247449308135964e-05,0.0001290459321123733,0.00012633489420296593,47187910389708.125,0.24537951250806006,-0.5827086087991921,-0.39529471709757996,1.118383598856212,2.630134160326258,-0.36828756149024444,0.0,0.24791588034362086,0.010257139698548908
