Datetime,open,high,low,close,volume,vd,cvd,buy_frac,cvd_3,cvd_6,cvd_12,cvd_24,cvd_ma_3,cvd_ma_6,cvd_ma_12,cvd_ma_24,cvd_ratio_3,cvd_ratio_6,cvd_ratio_12,cvd_ratio_24,cvd_div_3,cvd_div_6,cvd_div_12,cvd_div_24,ofi_raw,ofi_norm,ofi_sum_3,ofi_sum_6,ofi_sum_12,ofi_sum_24,ofi_mean_3,ofi_mean_6,ofi_mean_12,ofi_mean_24,ofi_std_3,ofi_std_6,ofi_std_12,ofi_std_24,ofi_pct_3,ofi_pct_6,ofi_pct_12,ofi_pct_24,vpin_12,vpin_24,vpin_48,vpin_chg_12,vpin_chg_24,vpin_chg_48,vpin_price_ratio_12,vpin_price_ratio_24,vpin_price_ratio_48,roll_spread_12,roll_spread_24,roll_spread_48,roll_spread_bps_12,roll_spread_bps_24,roll_spread_bps_48,roll_spread_ratio,illiq_raw,illiq_3,illiq_6,illiq_12,illiq_24,illiq_std_3,illiq_std_6,illiq_std_12,illiq_std_24,illiq_z_3,illiq_z_6,illiq_z_12,illiq_z_24,illiq_ratio,ms_flow_score,ms_informed_score,ms_liquidity_stress,ms_composite
2025-03-18 00:00:00+00:00,4.3725080490112305,4.3725080490112305,4.264776229858398,4.264776229858398,0,0.0,0.0,0.0,-1461457.2852940247,1220170.6956003294,39067105.49896988,46558520.36972437,-487152.4284313416,203361.7826000549,3255592.1249141567,1939938.3487385155,-0.22747408218475276,0.0322246104431249,0.34247861501318927,0.25974976493307556,1.0,1.0,1.0,1.0,-0.0,-0.0,-783347.300335607,13608303.688870741,36084885.338389665,59451327.0525097,-261115.76677853568,2268050.61481179,3007073.7781991386,2477138.6271879044,1773536.4921142946,3159386.7521741986,4689400.099682041,4166452.7791564516,-0.12192707236044638,0.3593942116023728,0.3163352236046076,0.33167867243673343,0.34247861501318927,0.25974976493307556,0.18846398745901502,0.020194603517821874,0.01811303363832706,0.02254097445739639,6.883448350035344,5.742800482738211,2.172818759668959,0.0,0.0,0.0,0.0,0.0,0.0,87900944.15785843,0.0007381695814716212,0.00045431251978539995,0.0005237200999948986,12325804502256.732,10727890798332.463,0.00035109276709742595,0.0003765834659118948,42697839284139.75,33487301547160.086,-1.1182159684967907,-0.8997202400576566,3.1754264805429417,2.031310216078914,1.2234618158777144,-1.3401454057414228,0.34247861501318927,0.46084285029653604,-0.08684435361752631
2025-03-18 04:00:00+00:00,4.264616012573242,4.308237075805664,4.240534782409668,4.3000969886779785,2609152,1981736.7745011402,1981736.7745011402,0.8797664479687539,-1461457.2852940247,1220170.6956003294,39067105.49896988,46558520.36972437,-487152.4284313416,203361.7826000549,3255592.1249141567,1939938.3487385155,-0.22747408218475276,0.0322246104431249,0.34247861501318927,0.25974976493307556,1.0,1.0,1.0,1.0,1367387.3510813913,-0.0,-783347.300335607,13608303.688870741,36084885.338389665,59451327.0525097,-261115.76677853568,2268050.61481179,3007073.7781991386,2477138.6271879044,1773536.4921142946,3159386.7521741986,4689400.099682041,4166452.7791564516,-0.12192707236044638,0.3593942116023728,0.3163352236046076,0.33167867243673343,0.34247861501318927,0.25974976493307556,0.18846398745901502,0.020194603517821874,0.01811303363832706,0.02254097445739639,6.883448350035344,5.742800482738211,2.172818759668959,0.0,0.0,0.0,0.0,0.0,0.0,87900944.15785843,0.0007381695814716212,0.00045431251978539995,0.0005237200999948986,12325804502256.732,10727890798332.463,0.00035109276709742595,0.0003765834659118948,42697839284139.75,33487301547160.086,-1.1182159684967907,-0.8997202400576566,3.1754264805429417,2.031310216078914,1.2234618158777144,-1.3401454057414228,0.34247861501318927,0.46084285029653604,-0.08684435361752631
2025-03-18 08:00:00+00:00,4.300058364868164,4.327093124389648,4.257331371307373,4.260735511779785,3815568,-3443194.059795165,-1461457.2852940247,0.048796658872916794,-1461457.2852940247,1220170.6956003294,39067105.49896988,46558520.36972437,-487152.4284313416,203361.7826000549,3255592.1249141567,1939938.3487385155,-0.22747408218475276,0.0322246104431249,0.34247861501318927,0.25974976493307556,1.0,1.0,1.0,1.0,-2150734.6514169984,-0.0,-783347.300335607,13608303.688870741,36084885.338389665,59451327.0525097,-261115.76677853568,2268050.61481179,3007073.7781991386,2477138.6271879044,1773536.4921142946,3159386.7521741986,4689400.099682041,4166452.7791564516,-0.12192707236044638,0.3593942116023728,0.3163352236046076,0.33167867243673343,0.34247861501318927,0.25974976493307556,0.18846398745901502,0.020194603517821874,0.01811303363832706,0.02254097445739639,6.883448350035344,5.742800482738211,2.172818759668959,0.0,0.0,0.0,0.0,0.0,0.0,87900944.15785843,0.0005630531085128419,0.00045431251978539995,0.0005237200999948986,12325804502256.732,10727890798332.463,0.00035109276709742595,0.0003765834659118948,42697839284139.75,33487301547160.086,-1.1182159684967907,-0.8997202400576566,3.1754264805429417,2.031310216078914,1.2234618158777144,-1.3401454057414228,0.34247861501318927,0.46084285029653604,-0.08684435361752631
2025-03-18 12:00:00+00:00,4.260986804962158,4.325438499450684,4.260986804962158,4.282846450805664,19633616,-6315614.196404301,-7777071.481698325,0.33916324439664347,-7777071.481698325,1220170.6956003294,39067105.49896988,46558520.36972437,-2592357.1605661083,203361.7826000549,3255592.1249141567,1939938.3487385155,-0.298448507291422,0.0322246104431249,0.34247861501318927,0.25974976493307556,1.0,1.0,1.0,1.0,6659000.90179785,-0.0,5875653.601462243,13608303.688870741,36084885.338389665,59451327.0525097,1958551.2004874144,2268050.61481179,3007073.7781991386,2477138.6271879044,4434519.833310912,3159386.7521741986,4689400.099682041,4166452.7791564516,0.2254807675157095,0.3593942116023728,0.3163352236046076,0.33167867243673343,0.34247861501318927,0.25974976493307556,0.18846398745901502,0.020194603517821874,0.01811303363832706,0.02254097445739639,6.883448350035344,5.742800482738211,2.172818759668959,0.0,0.0,0.0,0.0,0.0,0.0,87900944.15785843,6.17148693717368e-05,0.00045431251978539995,0.0005237200999948986,12325804502256.732,10727890798332.463,0.00035109276709742595,0.0003765834659118948,42697839284139.75,33487301547160.086,-1.1182159684967907,-0.8997202400576566,3.1754264805429417,2.031310216078914,1.2234618158777144,-1.3401454057414228,0.34247861501318927,0.46084285029653604,-0.08684435361752631
2025-03-18 16:00:00+00:00,4.283587455749512,4.391219139099121,4.250463008880615,4.391219139099121,5237200,5237199.992558476,-2539871.4891398493,0.9999999992895513,-4521608.263640989,1220170.6956003294,39067105.49896988,46558520.36972437,-1507202.7545469962,203361.7826000549,3255592.1249141567,1939938.3487385155,-0.15762210614070385,0.0322246104431249,0.34247861501318927,0.25974976493307556,1.0,1.0,1.0,1.0,4004718.307920571,-0.0,8512984.558301423,13608303.688870741,36084885.338389665,59451327.0525097,2837661.5194338076,2268050.61481179,3007073.7781991386,2477138.6271879044,4519333.611281558,3159386.7521741986,4689400.099682041,4166452.7791564516,0.296760461628814,0.3593942116023728,0.3163352236046076,0.33167867243673343,0.34247861501318927,0.25974976493307556,0.18846398745901502,0.020194603517821874,0.01811303363832706,0.02254097445739639,6.883448350035344,5.742800482738211,2.172818759668959,0.0,0.0,0.0,0.0,0.0,0.0,87900944.15785843,0.0011002796293294946,0.0005750158690713577,0.0005237200999948986,12325804502256.732,10727890798332.463,0.0005193857149428197,0.0003765834659118948,42697839284139.75,33487301547160.086,1.0113171079113206,-0.8997202400576566,3.1754264805429417,2.031310216078914,1.2234618158777144,-1.3401454057414228,0.34247861501318927,0.46084285029653604,-0.08684435361752631
2025-03-18 20:00:00+00:00,4.389289855957031,4.479377269744873,4.364073753356934,4.4547247886657715,6569024,3760042.1847401788,1220170.6956003294,0.7861948886729733,2681627.980894354,1220170.6956003294,39067105.49896988,46558520.36972437,893875.9936314514,203361.7826000549,3255592.1249141567,1939938.3487385155,0.08529394490857314,0.0322246104431249,0.34247861501318927,0.25974976493307556,0.0,1.0,1.0,1.0,3727931.779487927,-0.0,14391650.989206348,13608303.688870741,36084885.338389665,59451327.0525097,4797216.996402116,2268050.61481179,3007073.7781991386,2477138.6271879044,1618280.6241110938,3159386.7521741986,4689400.099682041,4166452.7791564516,0.45775204292408445,0.3593942116023728,0.3163352236046076,0.33167867243673343,0.34247861501318927,0.25974976493307556,0.18846398745901502,0.020194603517821874,0.01811303363832706,0.02254097445739639,6.883448350035344,5.742800482738211,2.172818759668959,0.0,0.0,0.0,0.0,0.0,0.0,87900944.15785843,0.0004942031676128168,0.0005520658887713494,0.0005237200999948986,12325804502256.732,10727890798332.463,0.000521694605139282,0.0003765834659118948,42697839284139.75,33487301547160.086,-0.11091299296028785,-0.8997202400576566,3.1754264805429417,2.031310216078914,1.2234618158777144,-1.3401454057414228,0.34247861501318927,0.46084285029653604,-0.08684435361752631
2025-03-19 00:00:00+00:00,4.453723907470703,4.521490097045898,4.442501544952393,4.521490097045898,17927136,17927135.95460827,19147306.6502086,0.9999999987339938,26924378.131906923,19147306.6502086,39067105.49896988,46558520.36972437,8974792.710635642,3191217.7750347666,3255592.1249141567,1939938.3487385155,0.9055276003757033,0.34319276922875047,0.34247861501318927,0.25974976493307556,0.0,0.0,1.0,1.0,15380123.612598501,-0.0,23112773.700007,28988427.301469244,36084885.338389665,59451327.0525097,7704257.900002333,4831404.550244874,3007073.7781991386,2477138.6271879044,6648935.142106407,5954264.481314326,4689400.099682041,4166452.7791564516,0.7773347411798397,0.5195831885352481,0.3163352236046076,0.33167867243673343,0.34247861501318927,0.25974976493307556,0.18846398745901502,0.020194603517821874,0.01811303363832706,0.02254097445739639,6.883448350035344,5.742800482738211,2.172818759668959,0.0,0.0,0.0,0.0,0.0,0.0,87900944.15785843,0.00018490024367088032,0.0005931276802043972,0.0005237200999948986,12325804502256.732,10727890798332.463,0.00046563870040600873,0.0003765834659118948,42697839284139.75,33487301547160.086,-0.8767040808832239,-0.8997202400576566,3.1754264805429417,2.031310216078914,1.2234618158777144,-1.3401454057414228,0.34247861501318927,0.46084285029653604,-0.08684435361752631
2025-03-19 04:00:00+00:00,4.521767616271973,4.547833442687988,4.500105381011963,4.516142845153809,9286432,-3045624.6148361242,16101682.035372475,0.33601750301751393,18641553.524512324,14119945.260871334,39067105.49896988,46558520.36972437,6213851.174837441,2353324.2101452225,3255592.1249141567,1939938.3487385155,0.5518094503971845,0.22603132250593214,0.34247861501318927,0.25974976493307556,0.0,0.0,1.0,1.0,-1094409.7153895441,-0.0,18013645.67669688,26526630.234998308,36084885.338389665,59451327.0525097,6004548.55889896,4421105.039166384,3007073.7781991386,2477138.6271879044,8469935.068462398,6314619.750850486,4689400.099682041,4166452.7791564516,0.533222722421562,0.42463686670641615,0.3163352236046076,0.33167867243673343,0.34247861501318927,0.25974976493307556,0.18846398745901502,0.020194603517821874,0.01811303363832706,0.02254097445739639,6.883448350035344,5.742800482738211,2.172818759668959,0.0,0.0,0.0,0.0,0.0,0.0,87900944.15785843,2.8198921965366417e-05,0.0002357674444163545,0.00040539165674385614,12325804502256.732,10727890798332.463,0.00023712990811815046,0.00040610798289812656,42697839284139.75,33487301547160.086,-0.8753363781253981,-0.9287988854757901,3.1754264805429417,2.031310216078914,1.2234618158777144,-1.3401454057414228,0.34247861501318927,0.46084285029653604,-0.08684435361752631
2025-03-19 08:00:00+00:00,4.511632919311523,4.5487060546875,4.476396083831787,4.528499126434326,14190208,6259337.261626955,22361019.296999432,0.7205512865500969,21140848.6013991,23822476.582293455,39067105.49896988,46558520.36972437,7046949.5337997,3970412.763715576,3255592.1249141567,1939938.3487385155,0.5106019460978415,0.327035887157132,0.34247861501318927,0.25974976493307556,0.0,0.0,1.0,1.0,3309847.647293842,-0.0,17595561.5445028,31987212.53370915,36084885.338389665,59451327.0525097,5865187.181500933,5331202.088951525,3007073.7781991386,2477138.6271879044,8529354.148765223,5521743.732214559,4689400.099682041,4166452.7791564516,0.4249748028900262,0.43912170057166233,0.3163352236046076,0.33167867243673343,0.34247861501318927,0.25974976493307556,0.18846398745901502,0.020194603517821874,0.01811303363832706,0.02254097445739639,6.883448350035344,5.742800482738211,2.172818759668959,0.0,0.0,0.0,0.0,0.0,0.0,87900944.15785843,4.257719692789892e-05,8.522545418804854e-05,0.00031864567147969893,12325804502256.732,10727890798332.463,8.661975202896596e-05,0.0004210098507134648,42697839284139.75,33487301547160.086,-0.49236123430328543,-0.6557290963882454,3.1754264805429417,2.031310216078914,1.2234618158777144,-1.3401454057414228,0.34247861501318927,0.46084285029653604,-0.08684435361752631
2025-03-19 12:00:00+00:00,4.528950214385986,4.5687150955200195,4.501343727111816,4.543951034545898,8784416,2326544.6774663297,24687563.97446576,0.6324245503324484,5540257.32425716,32464635.456164084,39067105.49896988,46558520.36972437,1846752.4414190531,5410772.576027348,3255592.1249141567,1939938.3487385155,0.1717320513084618,0.5236703166324542,0.34247861501318927,0.25974976493307556,0.0,0.0,1.0,1.0,1955926.4943506347,-0.0,4171364.426254933,27284138.126261935,36084885.338389665,59451327.0525097,1390454.8087516443,4547356.354376989,3007073.7781991386,2477138.6271879044,2255923.1812272235,5628342.918829696,4689400.099682041,4166452.7791564516,0.12930030642068668,0.44010638194030144,0.3163352236046076,0.33167867243673343,0.34247861501318927,0.25974976493307556,0.18846398745901502,0.020194603517821874,0.01811303363832706,0.02254097445739639,6.883448350035344,5.742800482738211,2.172818759668959,0.0,0.0,0.0,0.0,0.0,0.0,87900944.15785843,8.548330238653903e-05,5.208647375993479e-05,0.000322607076982166,12325804502256.732,10727890798332.463,2.980259752874748e-05,0.00041821132669425247,42697839284139.75,33487301547160.086,1.120597509483492,-0.5669949682388384,3.1754264805429417,2.031310216078914,1.2234618158777144,-1.3401454057414228,0.34247861501318927,0.46084285029653604,-0.08684435361752631
