timestamp,open,high,low,close,volume,cvd_proxy,cvd_cumsum,cvd_ratio_24,returns_1bar,atr_14,ms_flow_score
2025-03-18 00:00:00+00:00,254.98,255.66,244.91,245.42,54332.537,-48318.05150838775,-48318.05150838775,,,,
2025-03-18 04:00:00+00:00,245.43,248.58,242.97,247.41,52641.797000000006,18579.45776437456,-29738.593744013186,,0.008108548610545219,,
2025-03-18 08:00:00+00:00,247.38,250.85,242.54,244.44,39877.797,-14108.39027419844,-43846.984018211624,,-0.012004365223717728,,
2025-03-18 12:00:00+00:00,244.42,245.7,239.05,240.66,74050.16500000001,-41868.96547305465,-85715.94949126628,,-0.015463917525773252,,
2025-03-18 16:00:00+00:00,240.63,242.92,236.0,240.93,60370.724,2617.227919037427,-83098.72157222885,,0.0011219147344803115,,
2025-03-18 20:00:00+00:00,240.92,247.84,238.94,246.74,42390.058,27720.24017496952,-55378.48139725933,-0.17109916194166364,0.024114888141783863,,-0.4762340036563071
2025-03-19 00:00:00+00:00,246.75,252.54,246.0,251.51,54656.03,39780.22978532443,-15598.251611934902,0.10099122255426085,0.019332090459593054,,0.38482632541133466
2025-03-19 04:00:00+00:00,251.44,251.86,247.23,247.76,30026.644,-23865.66952864213,-39463.92114057703,-0.03227023803751637,-0.014909943938610781,,-0.02833638025594154
2025-03-19 08:00:00+00:00,247.76,257.64,247.53,257.03,51616.725,47328.09502920543,7864.1738886284,0.1651531435081995,0.03741524055537604,,0.5603290676416819
2025-03-19 12:00:00+00:00,257.03,259.31,251.02,258.3,91698.682,14047.928364125317,21912.102252753717,0.3253973325698001,0.004941057464109333,,0.8372943327239488
2025-03-19 16:00:00+00:00,258.3,263.08,249.25,260.17,104653.145,14150.497552320005,36062.599805073725,0.31772854472549894,0.007239643825009745,,0.8254113345521024
2025-03-19 20:00:00+00:00,260.17,263.36,257.83,262.03,43777.167,14724.327417454837,50786.92722252856,0.2820334772669177,0.0071491716954297235,,0.7733089579524679
2025-03-20 00:00:00+00:00,262.05,263.66,253.67,256.74,46353.793,-24638.502585338872,26148.424637189688,0.11340317868943975,-0.02018852803114135,,0.4122486288848264
2025-03-20 04:00:00+00:00,256.74,263.37,256.16,261.01,44058.489,26092.891543327383,52241.31618051707,0.2399668123685158,0.016631611747292885,8.090714285714286,0.7111517367458866
2025-03-20 08:00:00+00:00,260.99,264.73,255.2,259.45,61201.952,-9889.9271856256,42351.388994891466,0.08803525534400064,-0.0059767824987548845,8.003571428571432,0.3546617915904935
2025-03-20 12:00:00+00:00,259.46,267.48,257.11,257.44,93204.947,-18155.640591917323,24195.748402974143,0.005807117849788121,-0.007747157448448561,8.343571428571432,0.09323583180987205
2025-03-20 16:00:00+00:00,257.42,259.64,251.97,253.14,63112.840000000004,-35218.11671401311,-11022.368311038965,-0.13387471730227493,-0.016702921068986964,8.297857142857143,-0.3720292504570384
2025-03-20 20:00:00+00:00,253.11,254.69,247.86,251.45,48122.671,-11695.993244338477,-22718.361555377443,-0.20644381447417062,-0.00667614758631585,8.310714285714287,-0.5859232175502742
2025-03-21 00:00:00+00:00,251.45,254.84,250.61,252.54,34946.872,9005.222335484561,-13713.139219892882,-0.115658847122161,0.004334857824617178,8.11857142857143,-0.3144424131627057
2025-03-21 04:00:00+00:00,252.53,256.36,251.43,253.09,38384.873,4360.147845753356,-9352.991374139527,-0.18170797580321887,0.002177872812227921,7.835000000000002,-0.4981718464351006
2025-03-21 08:00:00+00:00,253.1,254.76,243.57,245.45,51842.477,-35441.90786831601,-44794.89924245554,-0.26438837080116384,-0.030186890039116565,8.16714285714286,-0.7285191956124315
2025-03-21 12:00:00+00:00,245.46,247.53,242.35,243.14,56157.825,-25151.767180981824,-69946.66642343736,-0.32178008891338344,-0.009411285394174018,8.206428571428573,-0.8345521023765996
2025-03-21 16:00:00+00:00,243.17,249.3,242.06,248.65,37967.353,28737.72022612247,-41208.94619731489,-0.11287990468922782,0.02266184091469947,8.001428571428574,-0.30164533820840955
2025-03-21 20:00:00+00:00,248.67,253.86,246.36,247.43,38421.949,-6352.428901248536,-47561.375098563425,-0.09639486072683089,-0.004906495073396355,7.945000000000003,-0.2522851919561243
2025-03-22 00:00:00+00:00,247.41,252.45,246.81,249.78,30761.305,12926.293058281506,-34635.08204028192,-0.08252067087078474,0.009497635694944107,7.360000000000004,-0.20018281535648996
2025-03-22 04:00:00+00:00,249.78,252.46,248.02,249.41,33106.181,-2758.8484166045655,-37393.93045688649,-0.1129512115152359,-0.0014813035471215041,7.282142857142858,-0.30255941499085925
2025-03-22 08:00:00+00:00,249.44,254.5,248.89,250.61,32887.356,6858.860342123805,-30535.070114762686,0.062187992496884545,0.004811354797321643,6.969285714285713,0.2723948811700183
2025-03-22 12:00:00+00:00,250.63,252.38,247.66,250.62,33115.031,-70.15896398150065,-30605.229078744185,0.19073787793776042,3.9902637564370735e-05,6.791428571428573,0.6252285191956124
2025-03-22 16:00:00+00:00,250.64,253.13,249.18,252.68,26441.978,13656.110156616478,-16949.11892212771,0.12457943754595853,0.008219615353922238,6.392857142857141,0.44789762340036554
2025-03-22 20:00:00+00:00,252.68,253.83,246.43,247.95,36331.807,-23222.898257794357,-40172.01717992207,0.038357649534672786,-0.01871932879531435,6.180714285714283,0.2056672760511884
2025-03-23 00:00:00+00:00,247.95,254.8,246.16,254.77,30531.612,24100.18447194332,-16071.832707978749,0.0964755823845903,0.027505545472877646,6.25,0.3784277879341864
2025-03-23 04:00:00+00:00,254.77,257.98,251.11,256.76,38131.518,11045.374209446096,-5026.458498532653,0.16393631678435447,0.007810966754327353,6.2528571428571444,0.5575868372943327
2025-03-23 08:00:00+00:00,256.77,258.05,252.6,253.06,41209.646,-28052.804891228145,-33079.263389760796,-0.012364762783319177,-0.0144103442903879,6.340000000000003,0.03382084095063975
2025-03-23 12:00:00+00:00,253.06,253.8,248.8,251.0,43611.702,-17968.02122364066,-51047.284613401454,-0.09452612469497756,-0.008140361969493415,6.345000000000003,-0.24497257769652647
2025-03-23 16:00:00+00:00,251.0,254.38,248.92,253.42,37250.72,16510.392380649882,-34536.892232751576,-0.07745631431842706,0.009641434262948056,5.9357142857142895,-0.18098720292504566
2025-03-23 20:00:00+00:00,253.42,257.09,251.07,256.92,44600.306000000004,25930.410464685832,-8606.481768065743,0.13412993311819332,0.013811064635782522,5.995714285714287,0.4780621572212065
