coin,side,entry_idx,entry_time,entry_price,tp_price,sl_price,atr,exit_idx,exit_time,exit_price,exit_type,holding_bars,gross_pnl_pct,gross_pnl_eq,cost_entry_fee,cost_exit_fee,cost_slippage,cost_funding,cost_miss_fill,cost_total,net_pnl_eq,regime,block
XRP,SELL,92,2026-03-04 12:00:00+00:00,1.458061,1.361965,1.47728,0.032032,104,2026-03-06 12:00:00+00:00,1.361965,take_profit,12,0.065906,0.025,7.6e-05,7.6e-05,0.000152,0.000228,0.000265,0.000796,0.024204,TREND_UP,B
XRP,SELL,128,2026-03-10 12:00:00+00:00,1.42749,1.358254,1.441337,0.023079,146,2026-03-13 12:00:00+00:00,1.441337,stop_loss,18,-0.0097,-0.005,0.000103,0.000283,0.000412,0.000464,0.000265,0.001528,-0.006528,TREND_UP,B
DOT,SELL,17,2026-01-23 00:00:00+00:00,1.953797,1.830298,1.978497,0.041166,33,2026-01-25 16:00:00+00:00,1.830298,take_profit,16,0.06321,0.025,7.9e-05,7.9e-05,0.000158,0.000316,0.000265,0.000898,0.024102,UNKNOWN,A
DOT,SELL,38,2026-01-26 12:00:00+00:00,1.867586,1.7626,1.888584,0.034996,46,2026-01-27 20:00:00+00:00,1.888584,stop_loss,8,-0.011243,-0.005,8.9e-05,0.000245,0.000356,0.000178,0.000265,0.001132,-0.006132,UNKNOWN,A
DOT,SELL,47,2026-01-28 00:00:00+00:00,1.860749,1.770919,1.878715,0.029943,49,2026-01-28 08:00:00+00:00,1.878715,stop_loss,2,-0.009655,-0.005,0.000104,0.000285,0.000414,5.2e-05,0.000265,0.001119,-0.006119,TREND_DOWN,A
DOT,SELL,50,2026-01-28 12:00:00+00:00,1.84609,1.752084,1.864892,0.031335,52,2026-01-28 20:00:00+00:00,1.864892,stop_loss,2,-0.010184,-0.005,9.8e-05,0.00027,0.000393,4.9e-05,0.000265,0.001075,-0.006075,TREND_DOWN,A
DOT,SELL,53,2026-01-29 00:00:00+00:00,1.813766,1.712986,1.833922,0.033593,57,2026-01-29 16:00:00+00:00,1.712986,take_profit,4,0.055564,0.025,9e-05,9e-05,0.00018,9e-05,0.000265,0.000715,0.024285,TREND_DOWN,A
DOT,SELL,58,2026-01-29 20:00:00+00:00,1.732898,1.626486,1.75418,0.03547,67,2026-01-31 08:00:00+00:00,1.626486,take_profit,9,0.061407,0.025,8.1e-05,8.1e-05,0.000163,0.000183,0.000265,0.000774,0.024226,TREND_DOWN,A
DOT,SELL,80,2026-02-02 12:00:00+00:00,1.564121,1.425998,1.591746,0.046041,96,2026-02-05 04:00:00+00:00,1.425998,take_profit,16,0.088307,0.025,5.7e-05,5.7e-05,0.000113,0.000226,0.000265,0.000718,0.024282,TREND_DOWN,A
DOT,SELL,115,2026-02-08 08:00:00+00:00,1.367501,1.246263,1.391749,0.040413,132,2026-02-11 04:00:00+00:00,1.246263,take_profit,17,0.088657,0.025,5.6e-05,5.6e-05,0.000113,0.00024,0.000265,0.00073,0.02427,TREND_DOWN,A
