open_time,close_time,open,high,low,close,trade_count
2026-03-13 17:00:00+00:00,2026-03-13 17:59:59.999000+00:00,235.92742508,239.12,232.05558271,234.38,3600
2026-03-13 18:00:00+00:00,2026-03-13 18:59:59.999000+00:00,234.37,234.37,230.55,231.92539281,3600
2026-03-13 19:00:00+00:00,2026-03-13 19:59:59.999000+00:00,231.93385923,233.07,229.32,229.5,3600
2026-03-13 20:00:00+00:00,2026-03-13 20:59:59.999000+00:00,229.49,234.93,228.16,234.90609547,3600
2026-03-13 21:00:00+00:00,2026-03-13 21:59:59.999000+00:00,234.90609547,235.93,230.48,232.49242924,3600
2026-03-13 22:00:00+00:00,2026-03-13 22:59:59.999000+00:00,232.54,233.62,229.63339454,233.01,3600
2026-03-13 23:00:00+00:00,2026-03-13 23:59:59.999000+00:00,233.14,239.33496095,232.94931449,235.71417557,3600
2026-03-14 00:00:00+00:00,2026-03-14 00:59:59.999000+00:00,235.71417557,239.62297113,233.27449958,234.0358543,3600
2026-03-14 01:00:00+00:00,2026-03-14 01:59:59.999000+00:00,233.73138648,238.22,231.79276299,236.79851831,3600
2026-03-14 02:00:00+00:00,2026-03-14 02:59:59.999000+00:00,236.79869203,241.21,236.5,240.54046357,3600
2026-03-14 03:00:00+00:00,2026-03-14 03:59:59.999000+00:00,240.54046357,246.35023705,239.64,243.3790783,3600
2026-03-14 04:00:00+00:00,2026-03-14 04:59:59.999000+00:00,243.37868203,244.87,241.87147845,242.86,3600
2026-03-14 05:00:00+00:00,2026-03-14 05:59:59.999000+00:00,242.9,245.52,242.65,243.48,3600
2026-03-14 06:00:00+00:00,2026-03-14 06:59:59.999000+00:00,243.48,244.78,235.92596473,238.72054273,3600
2026-03-14 07:00:00+00:00,2026-03-14 07:59:59.999000+00:00,238.84,239.24,233.65125593,234.62498584,3600
2026-03-14 08:00:00+00:00,2026-03-14 08:59:59.999000+00:00,234.62539047,239.26315571,233.83,238.66,3600
2026-03-14 09:00:00+00:00,2026-03-14 09:59:59.999000+00:00,238.64414318,238.64544366,234.42,236.03498068,3600
2026-03-14 10:00:00+00:00,2026-03-14 10:59:59.999000+00:00,236.03128854,236.59,233.23,234.66,3600
2026-03-14 11:00:00+00:00,2026-03-14 11:59:59.999000+00:00,234.66,235.72510389,233.12774506,235.24744143,3600
2026-03-14 12:00:00+00:00,2026-03-14 12:59:59.999000+00:00,235.21914495,236.95,233.43,236.11,3600
2026-03-14 13:00:00+00:00,2026-03-14 13:59:59.999000+00:00,236.11,237.90441151,234.28,235.26680185,3600
2026-03-14 14:00:00+00:00,2026-03-14 14:59:59.999000+00:00,235.26966722,236.71955862,234.11,235.08,3600
2026-03-14 15:00:00+00:00,2026-03-14 15:59:59.999000+00:00,235.07184865,235.5898504,233.28,233.81825493,3600
2026-03-14 16:00:00+00:00,2026-03-14 16:59:59.999000+00:00,233.81778671,237.78,232.7,236.48070189,3600
2026-03-14 17:00:00+00:00,2026-03-14 17:59:59.999000+00:00,236.49,240.57895452,235.70749096,237.5122307,3600
2026-03-14 18:00:00+00:00,2026-03-14 18:59:59.999000+00:00,237.50715516,240.17084917,236.62201519,238.42,3600
2026-03-14 19:00:00+00:00,2026-03-14 19:59:59.999000+00:00,238.42,238.87698234,237.03972705,237.76,3600
2026-03-14 20:00:00+00:00,2026-03-14 20:59:59.999000+00:00,237.85,240.65036099,237.26232733,239.42381964,3600
2026-03-14 21:00:00+00:00,2026-03-14 21:59:59.999000+00:00,239.41134212,249.96856656,238.94167868,246.5908078,3600
2026-03-14 22:00:00+00:00,2026-03-14 22:59:59.999000+00:00,246.72,248.19744238,242.09765411,243.84,3600
2026-03-14 23:00:00+00:00,2026-03-14 23:59:59.999000+00:00,243.84,249.67,243.81713641,249.20012325,3600
2026-03-15 00:00:00+00:00,2026-03-15 00:59:59.999000+00:00,249.20012325,254.12,245.54,249.86,3600
2026-03-15 01:00:00+00:00,2026-03-15 01:59:59.999000+00:00,249.86,262.48349236,248.72385844,259.5200124,3600
2026-03-15 02:00:00+00:00,2026-03-15 02:59:59.999000+00:00,259.44,264.56,256.78668537,263.43001618,3600
2026-03-15 03:00:00+00:00,2026-03-15 03:59:59.999000+00:00,263.43001618,271.14,263.34308045,270.13,3600
2026-03-15 04:00:00+00:00,2026-03-15 04:59:59.999000+00:00,270.10052211,271.17,262.74044217,266.91,3600
2026-03-15 05:00:00+00:00,2026-03-15 05:59:59.999000+00:00,266.89,269.94164419,261.05,261.08,3600
2026-03-15 06:00:00+00:00,2026-03-15 06:59:59.999000+00:00,261.08,261.26,255.65,256.4985904,3600
2026-03-15 07:00:00+00:00,2026-03-15 07:59:59.999000+00:00,256.49906348,259.42615543,254.79,258.04173332,3600
2026-03-15 08:00:00+00:00,2026-03-15 08:59:59.999000+00:00,258.05,266.55790954,258.05,266.45165069,3600
2026-03-15 09:00:00+00:00,2026-03-15 09:59:59.999000+00:00,266.45165069,269.79957313,263.62497968,264.84364353,3600
2026-03-15 10:00:00+00:00,2026-03-15 10:59:59.999000+00:00,264.86369197,267.49920818,261.12231968,263.64898275,3600
2026-03-15 11:00:00+00:00,2026-03-15 11:59:59.999000+00:00,263.65,265.56512149,258.96509323,264.07535273,3600
2026-03-15 12:00:00+00:00,2026-03-15 12:59:59.999000+00:00,264.05284569,267.07017724,262.25952277,263.35055235,3600
2026-03-15 13:00:00+00:00,2026-03-15 13:59:59.999000+00:00,263.38496811,265.65127779,260.26580703,264.95164488,3600
2026-03-15 14:00:00+00:00,2026-03-15 14:59:59.999000+00:00,264.95164488,273.59565672,264.54,272.73595102,3600
2026-03-15 15:00:00+00:00,2026-03-15 15:59:59.999000+00:00,272.66803075,276.49,271.68,275.12535849,3600
2026-03-15 16:00:00+00:00,2026-03-15 16:59:59.999000+00:00,275.17469455,275.88,270.21889593,274.37211014,3600
2026-03-15 17:00:00+00:00,2026-03-15 17:59:59.999000+00:00,274.19439724,279.95,272.98905824,279.95,3600
2026-03-15 18:00:00+00:00,2026-03-15 18:59:59.999000+00:00,279.94126924,290.90541507,279.94126924,290.56602921,3600
2026-03-15 19:00:00+00:00,2026-03-15 19:59:59.999000+00:00,290.56602921,292.16690219,278.22788428,278.57438147,3600
2026-03-15 20:00:00+00:00,2026-03-15 20:59:59.999000+00:00,278.6,287.19394599,278.31108198,284.9985247,3600
2026-03-15 21:00:00+00:00,2026-03-15 21:59:59.999000+00:00,285.00345046,291.95762101,284.68719823,285.97642352,3600
2026-03-15 22:00:00+00:00,2026-03-15 22:59:59.999000+00:00,285.94,289.07000787,280.39808366,288.22,3600
2026-03-15 23:00:00+00:00,2026-03-15 23:59:59.999000+00:00,288.25,288.87,282.74,282.88,3600
2026-03-16 00:00:00+00:00,2026-03-16 00:59:59.999000+00:00,282.88,286.66,276.39290475,277.95212571,3600
2026-03-16 01:00:00+00:00,2026-03-16 01:59:59.999000+00:00,277.93,278.66,273.71,276.21,3600
2026-03-16 02:00:00+00:00,2026-03-16 02:59:59.999000+00:00,276.26,278.46,273.06383974,275.46,3600
2026-03-16 03:00:00+00:00,2026-03-16 03:59:59.999000+00:00,275.46,279.52606332,273.02,276.34234338,3600
2026-03-16 04:00:00+00:00,2026-03-16 04:59:59.999000+00:00,276.31,280.35,274.78,278.64,3600
2026-03-16 05:00:00+00:00,2026-03-16 05:59:59.999000+00:00,278.63,281.18,275.64,276.65,3600
2026-03-16 06:00:00+00:00,2026-03-16 06:59:59.999000+00:00,276.77,277.22210488,271.05494349,272.42156562,3600
2026-03-16 07:00:00+00:00,2026-03-16 07:59:59.999000+00:00,272.4213091,275.21,271.54,274.68,3599
2026-03-16 08:00:00+00:00,2026-03-16 08:59:59.999000+00:00,274.68,277.85006144,271.87,277.21172128,3599
2026-03-16 09:00:00+00:00,2026-03-16 09:59:59.999000+00:00,277.22220544,288.31746841,276.97362303,286.90868153,3600
2026-03-16 10:00:00+00:00,2026-03-16 10:59:59.999000+00:00,286.90868153,292.40817593,282.24,285.4864217,3600
2026-03-16 11:00:00+00:00,2026-03-16 11:59:59.999000+00:00,285.43820599,293.29,282.53331399,292.74,3600
2026-03-16 12:00:00+00:00,2026-03-16 12:59:59.999000+00:00,292.68,294.21,286.49,288.78245439,3600
2026-03-16 13:00:00+00:00,2026-03-16 13:59:59.999000+00:00,288.79,298.44,286.80407953,296.86802864,3600
2026-03-16 14:00:00+00:00,2026-03-16 14:59:59.999000+00:00,296.88520637,299.82713917,289.53803232,291.99581074,3599
2026-03-16 15:00:00+00:00,2026-03-16 15:59:59.999000+00:00,291.99667201,292.05,284.29,287.95827198,3600
2026-03-16 16:00:00+00:00,2026-03-16 16:59:59.999000+00:00,287.95977149,287.96060689,283.46,286.19,3600
2026-03-16 17:00:00+00:00,2026-03-16 17:59:59.999000+00:00,286.22,287.79781209,282.02,283.41,3600
2026-03-16 18:00:00+00:00,2026-03-16 18:59:59.999000+00:00,283.49,285.72856349,275.26,277.17628101,3600
2026-03-16 19:00:00+00:00,2026-03-16 19:59:59.999000+00:00,277.17628101,280.67,273.88828334,279.97145251,3600
2026-03-16 20:00:00+00:00,2026-03-16 20:59:59.999000+00:00,279.98318203,280.0603765,277.23,279.43,3600
2026-03-16 21:00:00+00:00,2026-03-16 21:59:59.999000+00:00,279.42025129,285.51,278.87192908,280.78470465,3600
2026-03-16 22:00:00+00:00,2026-03-16 22:59:59.999000+00:00,281.15486538,283.72951214,278.53085093,282.56593997,3600
2026-03-16 23:00:00+00:00,2026-03-16 23:59:59.999000+00:00,282.56336306,283.98,279.77560456,280.04,3600
2026-03-17 00:00:00+00:00,2026-03-17 00:59:59.999000+00:00,280.04,280.641406,275.58370953,279.45362234,3600
2026-03-17 01:00:00+00:00,2026-03-17 01:59:59.999000+00:00,279.57695219,283.62185472,276.41116898,283.49,3600
2026-03-17 02:00:00+00:00,2026-03-17 02:59:59.999000+00:00,283.5,286.50773035,279.91,285.47784615,3600
2026-03-17 03:00:00+00:00,2026-03-17 03:59:59.999000+00:00,285.49758684,286.36,280.34755151,284.12,3600
2026-03-17 04:00:00+00:00,2026-03-17 04:59:59.999000+00:00,284.11,285.56541424,278.27,281.63,3600
