open_time,close_time,open,high,low,close,trade_count
2026-03-13 16:30:00+00:00,2026-03-13 16:44:59.999000+00:00,233.14,236.64,233.08,236.42,900
2026-03-13 16:45:00+00:00,2026-03-13 16:59:59.999000+00:00,236.44,236.56,235.22925078,235.91,900
2026-03-13 17:00:00+00:00,2026-03-13 17:14:59.999000+00:00,235.92742508,239.12,235.74058096,237.1,900
2026-03-13 17:15:00+00:00,2026-03-13 17:29:59.999000+00:00,237.15,237.96,234.42905414,234.53,900
2026-03-13 17:30:00+00:00,2026-03-13 17:44:59.999000+00:00,234.51624056,235.68,233.67,233.69,900
2026-03-13 17:45:00+00:00,2026-03-13 17:59:59.999000+00:00,233.71,234.41,232.05558271,234.38,900
2026-03-13 18:00:00+00:00,2026-03-13 18:14:59.999000+00:00,234.37,234.37,231.22,232.42306146,900
2026-03-13 18:15:00+00:00,2026-03-13 18:29:59.999000+00:00,232.42306146,232.97641698,230.55,232.24181273,900
2026-03-13 18:30:00+00:00,2026-03-13 18:44:59.999000+00:00,232.25,232.68044251,231.18,231.76633922,900
2026-03-13 18:45:00+00:00,2026-03-13 18:59:59.999000+00:00,231.70553683,232.31,231.10340421,231.92539281,900
2026-03-13 19:00:00+00:00,2026-03-13 19:14:59.999000+00:00,231.93385923,231.98315239,230.67,231.73,900
2026-03-13 19:15:00+00:00,2026-03-13 19:29:59.999000+00:00,231.73,233.07,230.82076511,231.0,900
2026-03-13 19:30:00+00:00,2026-03-13 19:44:59.999000+00:00,231.06094768,231.64,229.32,229.84,900
2026-03-13 19:45:00+00:00,2026-03-13 19:59:59.999000+00:00,229.84,231.00752302,229.45145636,229.5,900
2026-03-13 20:00:00+00:00,2026-03-13 20:14:59.999000+00:00,229.49,231.36,228.16,231.32,900
2026-03-13 20:15:00+00:00,2026-03-13 20:29:59.999000+00:00,231.44289651,232.06529813,230.99,231.39,900
2026-03-13 20:30:00+00:00,2026-03-13 20:44:59.999000+00:00,231.39,232.29337055,230.84338687,232.23315396,900
2026-03-13 20:45:00+00:00,2026-03-13 20:59:59.999000+00:00,232.2305995,234.93,231.70968253,234.90609547,900
2026-03-13 21:00:00+00:00,2026-03-13 21:14:59.999000+00:00,234.90609547,235.93,233.95036064,234.53159658,900
2026-03-13 21:15:00+00:00,2026-03-13 21:29:59.999000+00:00,234.53324767,234.93,232.12,232.26,900
2026-03-13 21:30:00+00:00,2026-03-13 21:44:59.999000+00:00,232.24,232.65102881,230.48,232.00922148,900
2026-03-13 21:45:00+00:00,2026-03-13 21:59:59.999000+00:00,232.0146053,233.17,231.74,232.49242924,900
2026-03-13 22:00:00+00:00,2026-03-13 22:14:59.999000+00:00,232.54,232.94537717,230.35,232.27,900
2026-03-13 22:15:00+00:00,2026-03-13 22:29:59.999000+00:00,232.26,232.4836709,230.12,230.53210934,900
2026-03-13 22:30:00+00:00,2026-03-13 22:44:59.999000+00:00,230.5312507,232.72,229.63339454,232.64,900
2026-03-13 22:45:00+00:00,2026-03-13 22:59:59.999000+00:00,232.64,233.62,232.26,233.01,900
2026-03-13 23:00:00+00:00,2026-03-13 23:14:59.999000+00:00,233.14,234.6654417,232.94931449,234.2,900
