open_time,close_time,open,high,low,close,trade_count
2026-03-13 16:30:00+00:00,2026-03-13 16:44:59.999000+00:00,2118.9,2133.07955039,2118.5,2132.03,900
2026-03-13 16:45:00+00:00,2026-03-13 16:59:59.999000+00:00,2132.62,2142.45341085,2130.54732558,2132.89,900
2026-03-13 17:00:00+00:00,2026-03-13 17:14:59.999000+00:00,2132.9,2137.7,2132.43490698,2135.99,900
2026-03-13 17:15:00+00:00,2026-03-13 17:29:59.999000+00:00,2136.46,2140.22,2119.3,2120.22,900
2026-03-13 17:30:00+00:00,2026-03-13 17:44:59.999000+00:00,2120.22,2121.34,2102.27,2106.25518605,900
2026-03-13 17:45:00+00:00,2026-03-13 17:59:59.999000+00:00,2106.25518605,2108.02,2090.35818217,2102.17,900
2026-03-13 18:00:00+00:00,2026-03-13 18:14:59.999000+00:00,2102.02334109,2107.82906977,2098.19,2103.97625581,900
2026-03-13 18:15:00+00:00,2026-03-13 18:29:59.999000+00:00,2103.99137209,2106.46533333,2090.68,2102.51,900
2026-03-13 18:30:00+00:00,2026-03-13 18:44:59.999000+00:00,2102.95,2107.78,2102.17822481,2104.7024186,900
2026-03-13 18:45:00+00:00,2026-03-13 18:59:59.999000+00:00,2104.7024186,2104.72,2097.73,2099.91878295,900
2026-03-13 19:00:00+00:00,2026-03-13 19:14:59.999000+00:00,2099.90796899,2104.82488372,2095.49651163,2103.17516279,900
2026-03-13 19:15:00+00:00,2026-03-13 19:29:59.999000+00:00,2103.1095814,2104.99728682,2096.70318605,2098.1,900
2026-03-13 19:30:00+00:00,2026-03-13 19:44:59.999000+00:00,2098.11,2102.31,2098.11,2102.28,900
2026-03-13 19:45:00+00:00,2026-03-13 19:59:59.999000+00:00,2102.28,2104.77,2100.48828682,2101.4,900
2026-03-13 20:00:00+00:00,2026-03-13 20:14:59.999000+00:00,2101.4,2108.45,2100.2,2108.36930233,900
2026-03-13 20:15:00+00:00,2026-03-13 20:29:59.999000+00:00,2108.36930233,2112.7,2107.82609302,2109.28,900
2026-03-13 20:30:00+00:00,2026-03-13 20:44:59.999000+00:00,2109.27003609,2110.61527132,2107.83,2109.9,900
2026-03-13 20:45:00+00:00,2026-03-13 20:59:59.999000+00:00,2109.94516279,2113.23,2108.99867442,2110.51,900
2026-03-13 21:00:00+00:00,2026-03-13 21:14:59.999000+00:00,2110.5,2115.50873643,2109.47768217,2112.21403876,900
2026-03-13 21:15:00+00:00,2026-03-13 21:29:59.999000+00:00,2112.21357364,2112.88848837,2103.43,2104.47,900
2026-03-13 21:30:00+00:00,2026-03-13 21:44:59.999000+00:00,2104.81,2108.49032558,2100.61818605,2103.01439535,900
2026-03-13 21:45:00+00:00,2026-03-13 21:59:59.999000+00:00,2102.9385814,2107.50115504,2102.0,2102.01,900
2026-03-13 22:00:00+00:00,2026-03-13 22:14:59.999000+00:00,2102.0,2103.92,2084.77414729,2090.89,900
2026-03-13 22:15:00+00:00,2026-03-13 22:29:59.999000+00:00,2090.89,2090.9606124,2081.02,2081.66,900
2026-03-13 22:30:00+00:00,2026-03-13 22:44:59.999000+00:00,2081.66,2085.94244186,2077.88,2082.6,900
2026-03-13 22:45:00+00:00,2026-03-13 22:59:59.999000+00:00,2082.61,2088.95,2081.3449845,2087.7905969,900
2026-03-13 23:00:00+00:00,2026-03-13 23:14:59.999000+00:00,2087.7678062,2089.36,2084.38,2088.72403101,900
2026-03-13 23:15:00+00:00,2026-03-13 23:29:59.999000+00:00,2088.72403101,2092.94,2088.42,2090.84073643,900
2026-03-13 23:30:00+00:00,2026-03-13 23:44:59.999000+00:00,2090.68155039,2092.74,2089.27687597,2091.01,900
2026-03-13 23:45:00+00:00,2026-03-13 23:59:59.999000+00:00,2091.0,2092.47,2089.39568992,2091.60681395,900
2026-03-14 00:00:00+00:00,2026-03-14 00:14:59.999000+00:00,2091.60681395,2092.7394031,2086.97032558,2092.69935659,900
2026-03-14 00:15:00+00:00,2026-03-14 00:29:59.999000+00:00,2092.72237984,2094.18,2087.46348062,2091.18,900
2026-03-14 00:30:00+00:00,2026-03-14 00:44:59.999000+00:00,2091.31632558,2093.48,2082.13,2082.47,900
2026-03-14 00:45:00+00:00,2026-03-14 00:59:59.999000+00:00,2082.47,2086.41,2082.09,2084.78926126,900
2026-03-14 01:00:00+00:00,2026-03-14 01:14:59.999000+00:00,2084.68872072,2089.18,2084.43616667,2086.91623256,900
2026-03-14 01:15:00+00:00,2026-03-14 01:29:59.999000+00:00,2086.91762791,2092.67223256,2086.87515504,2091.63,900
2026-03-14 01:30:00+00:00,2026-03-14 01:44:59.999000+00:00,2091.65074419,2092.79,2080.45,2089.25,900
2026-03-14 01:45:00+00:00,2026-03-14 01:59:59.999000+00:00,2089.26,2094.1203876,2089.26,2091.66,900
2026-03-14 02:00:00+00:00,2026-03-14 02:14:59.999000+00:00,2091.58,2094.8,2090.05910853,2092.86,900
2026-03-14 02:15:00+00:00,2026-03-14 02:29:59.999000+00:00,2092.86,2093.8409845,2088.81,2089.78258621,900
2026-03-14 02:30:00+00:00,2026-03-14 02:44:59.999000+00:00,2089.78258621,2092.4,2088.62,2090.91,900
2026-03-14 02:45:00+00:00,2026-03-14 02:59:59.999000+00:00,2090.92,2094.52587597,2090.31870489,2091.23,900
2026-03-14 03:00:00+00:00,2026-03-14 03:14:59.999000+00:00,2091.23,2097.51,2091.23,2096.91,900
2026-03-14 03:15:00+00:00,2026-03-14 03:29:59.999000+00:00,2096.92,2099.17,2094.94172868,2097.57,900
2026-03-14 03:30:00+00:00,2026-03-14 03:44:59.999000+00:00,2097.57,2101.99769767,2097.30375702,2100.3,900
2026-03-14 03:45:00+00:00,2026-03-14 03:59:59.999000+00:00,2100.29,2100.99,2099.0,2100.03379845,900
2026-03-14 04:00:00+00:00,2026-03-14 04:14:59.999000+00:00,2100.02984496,2103.58,2098.85,2102.69,900
