open_time,close_time,open,high,low,close,trade_count
2026-03-13 17:00:00+00:00,2026-03-13 17:59:59.999000+00:00,1.0119,1.0138,0.99327157,0.99989887,3600
2026-03-13 18:00:00+00:00,2026-03-13 18:59:59.999000+00:00,0.9999,1.0047,0.99620424,0.99920424,3600
2026-03-13 19:00:00+00:00,2026-03-13 19:59:59.999000+00:00,0.9991802,1.0033,0.99690911,1.00095141,3600
2026-03-13 20:00:00+00:00,2026-03-13 20:59:59.999000+00:00,1.00095141,1.0044447,0.99870951,1.00381734,3600
2026-03-13 21:00:00+00:00,2026-03-13 21:59:59.999000+00:00,1.00381734,1.00843828,0.9962,0.9976,3600
2026-03-13 22:00:00+00:00,2026-03-13 22:59:59.999000+00:00,0.9976,0.9985,0.98680624,0.99286909,3600
2026-03-13 23:00:00+00:00,2026-03-13 23:59:59.999000+00:00,0.993,0.9959,0.99062935,0.99547046,3600
2026-03-14 00:00:00+00:00,2026-03-14 00:59:59.999000+00:00,0.99547046,0.99756145,0.98920718,0.98984624,3600
2026-03-14 01:00:00+00:00,2026-03-14 01:59:59.999000+00:00,0.9898,0.99543685,0.9882,0.9935,3600
2026-03-14 02:00:00+00:00,2026-03-14 02:59:59.999000+00:00,0.9935,0.9941,0.98788693,0.9926,3600
2026-03-14 03:00:00+00:00,2026-03-14 03:59:59.999000+00:00,0.9926,0.9987,0.99168112,0.99749385,3600
2026-03-14 04:00:00+00:00,2026-03-14 04:59:59.999000+00:00,0.9975,1.00261981,0.99358619,0.99395613,3600
2026-03-14 05:00:00+00:00,2026-03-14 05:59:59.999000+00:00,0.99392815,0.996,0.9897,0.99272023,3600
2026-03-14 06:00:00+00:00,2026-03-14 06:59:59.999000+00:00,0.99269588,0.99269588,0.98109792,0.98650748,3600
2026-03-14 07:00:00+00:00,2026-03-14 07:59:59.999000+00:00,0.9867,0.9901,0.9837,0.9862,3600
2026-03-14 08:00:00+00:00,2026-03-14 08:59:59.999000+00:00,0.9861864,0.9879,0.98414184,0.98496651,3600
2026-03-14 09:00:00+00:00,2026-03-14 09:59:59.999000+00:00,0.98495552,0.9875,0.9815,0.9839,3600
2026-03-14 10:00:00+00:00,2026-03-14 10:59:59.999000+00:00,0.9838,0.98409237,0.97894256,0.98088437,3600
2026-03-14 11:00:00+00:00,2026-03-14 11:59:59.999000+00:00,0.98088437,0.98704311,0.9806,0.9861,3600
