date,symbol,realized_pnl,fees_paid,trades_count
2026-03-18,LINK,-0.35594999999999855,0.0,1
2026-03-18,SOL,-0.39,0.0,2
2026-03-19,ADA,-3.723800000022396,0.0,5
2026-03-19,XRP,-0.003069999999999662,0.0,2
2026-03-19,DOT,-0.705399999999994,0.0,3
2026-03-19,SOL,1.3298000000000012,0.0,2
2026-03-20,SOL,-1.3518999999999979,0.0,3
2026-03-23,SOL,0.4247000000000246,0.0,20
2026-03-24,SOL,0.010500000000000407,0.0,4
2026-03-24,DOT,-0.018400000000000014,0.0,2
